0,* APRUEBO ^ IA,*,*,Para los alumnos que sigan el metodo de evaluacion continua#Comma se necesitara aprobar la parte de practicas y el examen de teoria.#NewlinePara los alumnos que no sigan el metodo de evaluacion continua#Comma deberan aprobar un examen final que incluira tanto teoria como practicas.,respondeIA.aiml
0,* APROBAR ^ IA,*,*,Para los alumnos que sigan el metodo de evaluacion continua#Comma se necesitara aprobar la parte de practicas y el examen de teoria.#NewlinePara los alumnos que no sigan el metodo de evaluacion continua#Comma deberan aprobar un examen final que incluira tanto teoria como practicas.,respondeIA.aiml
0,* SUPERAR ^ IA,*,*,Para los alumnos que sigan el metodo de evaluacion continua#Comma se necesitara aprobar la parte de practicas y el examen de teoria.#NewlinePara los alumnos que no sigan el metodo de evaluacion continua#Comma deberan aprobar un examen final que incluira tanto teoria como practicas.,respondeIA.aiml
0,* APROBAR ^ TEORIA,*,*,La nota final de teoría sería el mínimo entre 10 y la suma de la nota del examen con la nota obtenida en las pruebas parciales. Si la suma es superior a 5 se aprueba.,respondeIA.aiml
0,* APRUEBO ^ TEORIA,*,*,La nota final de teoría sería el mínimo entre 10 y la suma de la nota del examen con la nota obtenida en las pruebas parciales. Si la suma es superior a 5 se aprueba.,respondeIA.aiml
0,* SUPERAR ^ TEORIA,*,*,La nota final de teoría sería el mínimo entre 10 y la suma de la nota del examen con la nota obtenida en las pruebas parciales. Si la suma es superior a 5 se aprueba.,respondeIA.aiml
0,* SUPERAR ^ PRACTICA,*,*,Si la suma de la asistencia y participacion(10%)#Comma y la calificación de varias prácticas/pruebas(90%)#Comma es superior a 5.,respondeIA.aiml
0,* APRUEBO ^ PRACTICA,*,*,Si la suma de la asistencia y participacion(10%)#Comma y la calificación de varias prácticas/pruebas(90%)#Comma es superior a 5.,respondeIA.aiml
0,* APROBAR ^ PRACTICA,*,*,Si la suma de la asistencia y participacion(10%)#Comma y la calificación de varias prácticas/pruebas(90%)#Comma es superior a 5.,respondeIA.aiml
0,* EVALUA * CONVOCATORIA DE JUNIO,*,*,Para la parte de teoría se realizará un examen final que se valorará sobre 10.#NewlineDurante el curso se realizarán tres pruebas que conjuntamente podrían dar un máximo de 2 puntos sobre el examen final (valoración 0.5#Comma 1 y 0.5 respectivamente).#NewlineLa nota final de teoría sería el mínimo entre 10 y la suma de la nota del examen con la nota obtenida en las pruebas parciales.#NewlinePara la parte de practicas la Asistencia y participación en las clases (10%)#Comma y#NewlineCalificación de varias prácticas/pruebas (90%).,respondeIA.aiml
0,* EVALUACION * CONVOCATORIA DE JUNIO,*,*,Para la parte de teoría se realizará un examen final que se valorará sobre 10.#NewlineDurante el curso se realizarán tres pruebas que conjuntamente podrían dar un máximo de 2 puntos sobre el examen final (valoración 0.5#Comma 1 y 0.5 respectivamente).#NewlineLa nota final de teoría sería el mínimo entre 10 y la suma de la nota del examen con la nota obtenida en las pruebas parciales.#NewlinePara la parte de practicas la Asistencia y participación en las clases (10%)#Comma y#NewlineCalificación de varias prácticas/pruebas (90%).,respondeIA.aiml
0,EN LA CONVOCATORIA DE JUNIO *,*,*,Para la parte de teoría se realizará un examen final que se valorará sobre 10.#NewlineDurante el curso se realizarán tres pruebas que conjuntamente podrían dar un máximo de 2 puntos sobre el examen final (valoración 0.5#Comma 1 y 0.5 respectivamente).#NewlineLa nota final de teoría sería el mínimo entre 10 y la suma de la nota del examen con la nota obtenida en las pruebas parciales.#NewlinePara la parte de practicas la Asistencia y participación en las clases (10%)#Comma y#NewlineCalificación de varias prácticas/pruebas (90%).,respondeIA.aiml
0,* PRESENTARME * LA CONVOCATORIA DE SEPTIEMBRE,*,*,Que te presentas a un unico examen final que para aprobar tienes que sacar un 5.,respondeIA.aiml
0,* PRESENTO * LA CONVOCATORIA DE SEPTIEMBRE,*,*,Que te presentas a un unico examen final que para aprobar tienes que sacar un 5.,respondeIA.aiml
0,* EXAMEN DE PRACTICAS EN LA CONVOCATORIA DE SEPTIEMBRE,*,*,<random>#Newline		<li>No#Comma solo hay un examen de todo.</li>#Newline		<li>mas quisieras.</li>#Newline	</random>,respondeIA.aiml
0,EN LA CONVOCATORIA DE SEPTIEMBRE * PRACTICAS,*,*,<random>#Newline		<li>No#Comma solo hay un examen de todo.</li>#Newline		<li>mas quisieras.</li>#Newline	</random>,respondeIA.aiml
0,* SI NO PUEDO ASISTIR A CLASE REGULARMENTE,*,*,Que debes pedir el otro metodo de evaluacion en las dos primeras seamnas de clase.,respondeIA.aiml
0,SI NO PUEDO ASISTIR A CLASE REGULARMENTE *,*,*,Que debes pedir el otro metodo de evaluacion en las dos primeras seamnas de clase.,respondeIA.aiml
0,* NOTA MINIMA * APROBAR,*,*,Como minimo hay que sacar un 5 como suma de cada parte(teoria y practicas)#Comma sacando como minimo un 3 en cada parte.,respondeIA.aiml
0,* PRACTICAS SON OBLIGATORIAS,*,*,Las practicas valen un 50% de la nota#Comma por lo que se pueden evadir#Comma pero tienes que sacar un 10 en teoria.,respondeIA.aiml
0,* OBLIGATORIO ASISTIR A PRACTICAS,*,*,Las practicas valen un 50% de la nota#Comma por lo que se pueden evadir#Comma pero tienes que sacar un 10 en teoria.,respondeIA.aiml
0,* PRACTICA CON RESPECTO A LA * FINAL,*,*,Cada practica vale un 12#Comma5% de la nota final. hay tres practicas y un examen de ejercios.,respondeIA.aiml
